Job Title,Company,Salary,Experience,City,Benefits,Skills
Nhân Viên Design Có Kinh Nghiệm Thiết Kế Ngành Hàng TMĐT (Thu Nhập Hấp Dẫn + KPI),CÔNG TY TNHH MIRACLE ECOMS,"Hà Nội
1 năm",Không yêu cầu,Khác,,Thương m...
Thiết Kế Đồ Họa Design & Edit Video Lương Trên 12 Triệu Đi Làm Ngay,CÔNG TY TNHH TẬP ĐOÀN DƯỢC MỸ PHẨM BSSC,"Hà Nội
2 năm",Không yêu cầu,Khác,,Y tế / D...
Nhân Viên Công Nghệ Thông Tin - IT Thu Nhập 10-18 Triệu Tại Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ NQC,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Kỹ sư điện tử, V..."
Chuyên Viên Thiết Kế Đồ Họa Và Quay Phim,CÔNG TY TNHH SƠN BARTON VIỆT NAM,"Hà Nội
1 năm",Không yêu cầu,Khác,,Marketin...
"Chuyên Viên Thiết Kế/ Senior Designer - Có Từ 4 Năm Kinh Nghiệm (Product Design, UX/UI Design)",CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ INET,"Hà Nội
4 năm",Không yêu cầu,Khác,,4 năm ki...
Nhân Viên Kinh Doanh (Mảng Điện Thoại Android),CÔNG TY TNHH ONEONE MEDIA,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Direc...
Nhân Viên Lập Trình Và Vận Hành Máy Tiện CNC Tại Hưng Yên,CÔNG TY TNHH ĐIỆN TỬ ZGS VIỆT NAM,Thỏa thuận,Không yêu cầu,Khác,,"Tru..., Kỹ sư cơ khí"
Project Manager (PM) - Korean Speaking,CÔNG TY TNHH ONEUNIVERSE VN,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Điều Phối Dự Án Label Data Tiếng Anh,CÔNG TY CỔ PHẦN CÔNG NGHỆ PREP,"Đà Nẵng (mới)
3 năm",Không yêu cầu,Khác,,Giáo dục...
Nhân Viên Vận Hành Hệ Thống,CÔNG TY CỔ PHẦN THIẾT BỊ CHĂM SÓC SỨC KHỎE SỐ 1,"Hà Nội
2 năm",Không yêu cầu,Khác,,2 năm...
Nhân Viên Vận Hành Hệ Thống,CÔNG TY TNHH THỂ THAO SPORT1,"Hà Nội
2 năm",Không yêu cầu,Khác,,2 năm...
Technical Leader,CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,"Hà Nội
3 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Chuyên Viên Sale Online Giải Pháp Công Nghệ,CÔNG TY TNHH SANTONY VIỆT NAM,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,"Online Sales, B2B, Thương..."
Nhân Viên 2D Artist (Storyboard),CÔNG TY TNHH GENESIS ENTERTAINMENTS,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,"Concept Artist, Nghỉ thứ 7"
Leader Graphic Designer,CÔNG TY TNHH GENESIS ENTERTAINMENTS,"Hà Nội
2 năm",Không yêu cầu,Khác,,Nghỉ thứ...
Nhân Viên Vận Hành Hệ Thống,CÔNG TY TNHH ĐỨC TRUNG,"Hà Nội
2 năm",Không yêu cầu,Khác,,2 năm...
Chuyên Viên Vận Hành Dự Án Web/App,CÔNG TY TNHH WORLD WAVE CULTURE TECHNOLOGY,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,IT - Phần m...
Nhân Viên Kinh Doanh Thiết Bị Công Nghệ Thông Tin,CÔNG TY TNHH CÔNG NGHỆ VÀ DỊCH VỤ VIDACOM,"Đà Nẵng (mới)
2 năm",Không yêu cầu,Khác,,
Devops Engineer (Funtap Games),CÔNG TY CỔ PHẦN CÔNG NGHỆ TECHLAB,"Hà Nội
1 năm",Không yêu cầu,Khác,,Đại Học ...
Nhân Viên Phát Triển Hệ Thống,CÔNG TY TNHH QUẢNG CÁO ALIVIRAL,"Đồng Nai (mới)
1 năm",Không yêu cầu,Khác,,Đại Học...
Thực Tập Sinh/Fresher PLC Engineer (Tiếng Nhật N3),"TOSHIBA SOFTWARE DEVELOPMENT (VIETNAM) CO., LTD.","Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,"Ng..., IT - Phần mềm"
Pre-Sales Thị Trường,CÔNG TY CỔ PHẦN HBLAB,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, B2B, 3 năm k..."
Chuyên Viên Kinh Doanh,CÔNG TY CỔ PHẦN TIN HỌC - VIỄN THÔNG HÀNG KHÔNG,"Hà Nội & Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"B2C, Nghỉ thứ ..., B2B, B2G"
Chuyên Viên Tư Vấn Giải Pháp (Presales),CÔNG TY CỔ PHẦN TIN HỌC - VIỄN THÔNG HÀNG KHÔNG,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Đại Học tr..., IT Consultant"
Nhân Viên Thiết Kế (Graphic Designer 2D) Part Time,HỘ KINH DOANH LƯƠNG HỮU TUYỂN,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,Thiết kế...
Nhân Viên Designer POD,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ GIẢI TRÍ NOWMEDIA VIỆT NAM,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,Dưới 1 n...
Chief Technology Officer (CTO),CÔNG TY CỔ PHẦN CÔNG NGHỆ V1,"Hà Nội
Trên 5 năm",Không yêu cầu,Khác,,IT - Phần ...
Designer,CÔNG TY CỔ PHẦN SUSUBAO VIỆT NAM,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,1 năm ki...
System Admin 247,"Pro
CÔNG TY CỔ PHẦN HẠ TẦNG VIỄN THÔNG CMC TELECOM","Hà Nội
2 năm",Không yêu cầu,Khác,,"2 năm ..., Nghỉ thứ 7"
NV Thiết Kế Nhận Diện Và Truyền Thông Thương Hiệu,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI THIÊN AN GROUP,"Bắc Ninh (mới)
2 năm",Không yêu cầu,Khác,,Marketin...
Trưởng Phòng Thiết Kế Đồ Họa (Chủ Đầu Tư),CÔNG TY BẤT ĐỘNG SẢN TẬP ĐOÀN TÂN Á ĐẠI THÀNH,"Hà Nội
3 năm",Không yêu cầu,Khác,,3 năm ki...
Senior Android,NTQ SOLUTION,"Hà Nội
5 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Designer,CÔNG TY CỔ PHẦN ICORP,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Cao Đẳng tr..., UI/UX Design"
Thực Tập Sinh Design (Edit Video),CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ CÔNG NGHỆ D&H,Thỏa thuận,Không yêu cầu,Khác,,Marketin...
Graphic Designer - Ngành Bất Động Sản,CÔNG TY TNHH THƯƠNG MẠI VÀ ĐẦU TƯ SRT MIỀN TRUNG,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Bất động...
Graphic Designer,CÔNG TY CỔ PHẦN KẾT NỐI THỜI TRANG,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,May mặc ...
DevOps Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ SAPO,"Hà Nội
3 năm",Không yêu cầu,Khác,,
Game Designer,CÔNG TY CỔ PHẦN TITAN STUDIO,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Game, Nghỉ thứ 7, Game Design"
Thực Tập Sinh Kinh Doanh,CÔNG TY CỔ PHẦN SÁNG TẠO CÔNG NGHỆ ATIN,Thỏa thuận,Không yêu cầu,Khác,,"Online Sa..., Direct Sales"
Motion Graphic Designer,CÔNG TY TNHH BANTAM POINT,"Đà Nẵng (mới)
3 năm",Không yêu cầu,Khác,,Marketin...
Motion Graphic Designer,CÔNG TY TNHH DREAM TALENT,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,Marketin...
ISMS Manager,"TECHVIFY SOFTWARE., JSC","Hà Nội
5 năm",Không yêu cầu,Khác,,"5 ..., Nghỉ thứ 7"
"Nhân Viên Telesales (Giải Pháp Hạ Tầng, Internet)",CÔNG TY CỔ PHẦN GMO-Z.COM RUNSYSTEM,"Hà Nội
1 năm",Không yêu cầu,Khác,,"B2C, Telesales, IT - P..., B2B"
Kỹ Sư Lập Trình Xử Lý Ảnh Công Nghiệp,CÔNG TY CỔ PHẦN VISION AI TECH,Thỏa thuận,Không yêu cầu,Khác,,
Technical Leader (.NET),"TECHVIFY SOFTWARE., JSC","Hà Nội
Trên 5 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Chuyên Viên Thiết Kế Đa Phương Tiện,CÔNG TY CỔ PHẦN VĨNH QUANG,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,Xây dựng
Chuyên Viên Chuyển Giao Kỹ Thuật,CÔNG TY CỔ PHẦN TẬP ĐOÀN MEDIPHA,"Thanh Hóa
1 năm",Không yêu cầu,Khác,,IT - ...
Tester,CÔNG TY CỔ PHẦN TẬP ĐOÀN MEDIPHA,"Thanh Hóa
1 năm",Không yêu cầu,Khác,,"Manual Tester, IT - Phần mềm"
Nhân Viên Thiết Kế Đồ Họa – Graphic Designer,CÔNG TY TNHH CUNG ỨNG TOÀN CẦU PNP,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,1 năm ki...
Marketing Executive (Mobile App),CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,"Hà Nội
2 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Nhân Viên Kinh Doanh/Sales Executive/Telesales,CÔNG TY TNHH MTV NDN,Thỏa thuận,Không yêu cầu,Khác,,"Online Sales, Market..., B2B"
Nhân Viên Tư Vấn Công Nghệ,CÔNG TY CỔ PHẦN KỸ THUẬT CÔNG NGHỆ NAM THÀNH,"Hà Nội
1 năm",Không yêu cầu,Khác,,"B2C, IT..., Direct Sales, B2B"
Thực Tập Sinh Kinh Doanh Mảng Công Nghệ Thông Tin,CÔNG TY CỔ PHẦN HILAB TECHNOLOGY,"Đà Nẵng (mới)
Dưới 1 năm",Không yêu cầu,Khác,,"Online Sales, Telesales"
Marketing Executive (Mobile App),CÔNG TY CỔ PHẦN KAOPIZ SOFTWARE,"Hà Nội
2 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Nhân Viên Kinh Doanh,CÔNG TY CỔ PHẦN KỸ THUẬT CÔNG NGHỆ NAM THÀNH,"Hà Nội & Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"B2C, IT..., Direct Sales, B2B"
Nhân Viên Kinh Doanh (Sales Zalo MiniApp & ZNS),CÔNG TY CỔ PHẦN GMO-Z.COM RUNSYSTEM,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"Online Sa..., Direct Sales"
Trưởng Phòng Kinh Doanh,CÔNG TY CỔ PHẦN TẬP ĐOÀN CÔNG NGHỆ VIPTAM,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Telesa..., Direct Sales"
Process Quality Assurance,CÔNG TY CỔ PHẦN MYNAVI TECHTUS VIỆT NAM,"Đà Nẵng (mới)
4 năm",Không yêu cầu,Khác,,IT - Phần...
Nhân Viên Thiết Kế,BỆNH VIỆN ĐA KHOA QUỐC TẾ THU CÚC – CHI NHÁNH CÔNG TY CỔ PHẦN Y KHOA THU CÚC,"Hà Nội
1 năm",Không yêu cầu,Khác,,Y tế / D...
Automation Test Engineer,CÔNG TY CỔ PHẦN MYNAVI TECHTUS VIỆT NAM,"Đà Nẵng (mới)
3 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Nhân Viên Kinh Doanh Linh Kiện IT,HỘ KINH DOANH HOÀNG NGUYÊN,Thỏa thuận,Không yêu cầu,Khác,,"Telesale..., Direct Sales"
Creative Director,CÔNG TY TNHH MAY PRODUCTION,"Hồ Chí Minh (mới)
Trên 5 năm",Không yêu cầu,Khác,,Marketin...
Graphic Design,CÔNG TY CỔ PHẦN ĐẦU TƯ BKG VIỆT NAM,"Hà Nội
3 năm",Không yêu cầu,Khác,,Marketin...
Kỹ Thuật Viên PE (Vận Hành Và Lập Trình Máy Mài),CÔNG TY TNHH SUMIKA ELECTRONIC MATERIALS VIỆT NAM,"Bắc Ninh (mới)
2 năm",Không yêu cầu,Khác,,Sản xuấ...
Salesforce Pre-Sales Intern,CÔNG TY TNHH TƯ VẤN HÀO QUANG,Thỏa thuận,Không yêu cầu,Khác,,"Online Sa..., Direct Sales"
AI Engineer,CÔNG TY TNHH DỊCH VỤ VÀ GIẢI PHÁP PHẦN MỀM BADO,"An Giang (mới)
1 năm",Không yêu cầu,Khác,,"AI Engineer, IT - Phần mềm"
Senior AI Engineer / NLP Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ PREP,"Đà Nẵng (mới)
3 năm",Không yêu cầu,Khác,,"AI Researcher, IT - Phần mềm"
Nhân Viên Giám Sát Camera (An Ninh Nội Bộ),CÔNG TY CỔ PHẦN VISAHO,Thỏa thuận,Không yêu cầu,Khác,,An ni...
Backend Lead Engineer,CÔNG TY TNHH THƯƠNG MẠI VÀ TRUYỀN THÔNG QUẢNG CÁO GOLDEN PHOENIX,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Thương mại..., IT - Phần mềm"
2D Artist,CÔNG TY CỔ PHẦN INFINITY TECHNOLOGIES GLOBAL,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Concept Artist, Nghỉ thứ 7"
Backend Lead Engineer,CÔNG TY TNHH THƯƠNG MẠI VÀ TRUYỀN THÔNG QUẢNG CÁO GOLDEN PHOENIX,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Thương mại..., IT - Phần mềm"
System Engineer,CÔNG TY CỔ PHẦN THIẾT BỊ VÀ TRUYỀN THÔNG NGS,"Hà Nội
2 năm",Không yêu cầu,Khác,,
Thiết Kế Thumbnail Cho Kênh YouTube,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ GIẢI TRÍ TDC GROUP,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,Mỹ thuật...
Fullstack Developer,CÔNG TY TNHH DỊCH VỤ VÀ GIẢI PHÁP PHẦN MỀM BADO,"An Giang (mới)
1 năm",Không yêu cầu,Khác,,"1 năm ki..., IT - Phần mềm"
Trưởng Phòng IT,CÔNG TY TNHH THƯƠNG MẠI VÀ GIAO NHẬN VẬN TẢI QUỐC TẾ TRANG HUY,"Hà Nội
3 năm",Không yêu cầu,Khác,,"3 năm kinh..., IT - Phần mềm"
Nhân Viên Dựng Phim Bằng Công Nghệ,CÔNG TY TNHH GTM MEDIA,"Đà Nẵng (mới)
Dưới 1 năm",Không yêu cầu,Khác,,Tr...
Nhân Viên Thiết Kế,CÔNG TY TNHH TITO,Thỏa thuận,Không yêu cầu,Khác,,Không yê...
Kỹ Sư 3D Packing (Tekla),CÔNG TY CỔ PHẦN KẾT CẤU THÉP QH PLUS,"Hồ Chí Minh (mới)
Dưới 1 năm",Không yêu cầu,Khác,,"3D Modeler, Xây dựng, Dư..."
Nhân Viên Thiết Kế 3D,CÔNG TY CỔ PHẦN SẢN XUẤT VÀ ĐẦU TƯ TRUNG DŨNG,"Hà Nội
1 năm",Không yêu cầu,Khác,,"M..., Báo chí"
Business Growth Developer,CÔNG TY TNHH SKY TATTOO,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,
Nhân Viên Bán Hàng (CP20),CÔNG TY CỔ PHẦN THƯƠNG MẠI - DỊCH VỤ PHONG VŨ,"Đồng Nai (mới)
Dưới 1 năm",Không yêu cầu,Khác,,"Bán hàng..., Direct Sales"
Nhân Viên Thiết Kế 3D/ Graphic Design Tại Thủ Đức,CÔNG TY TNHH RI TA VÕ,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,3D Modeler
Nhân Viên Lập Trình Mobile,CÔNG TY CỔ PHẦN MINH HOUSEWARE,"Hà Nội
2 năm",Không yêu cầu,Khác,,IT - ...
Nhân Viên Thiết Kế,CÔNG TY TNHH KHOA HỌC KỸ THUẬT ASANZO- CHI NHÁNH ĐẮK LẮK,"Đắk Lắk (mới)
1 năm",Không yêu cầu,Khác,,Thiết kế...
Kỹ Sư Chất Lượng,CÔNG TY CỔ PHẦN THIẾT BỊ CÔNG NGHIỆP GEIC,"Hà Nội
3 năm",Không yêu cầu,Khác,,"QA Engineer, Ti..., Sản xuất"
Giáo Viên Tin Học Lập Trình,CÔNG TY TNHH EDTECH COLE,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Giáo dục /..., IT - Phần mềm"
Điều Phối Dự Án Label Data Tiếng Anh,CÔNG TY CỔ PHẦN CÔNG NGHỆ PREP,"Đà Nẵng (mới)
3 năm",Không yêu cầu,Khác,,Giáo dục...
Điều Phối Dự Án Label Data Tiếng Anh,CÔNG TY CỔ PHẦN CÔNG NGHỆ PREP,"Đà Nẵng (mới)
3 năm",Không yêu cầu,Khác,,Giáo dục...
Head Of AfterSales,CÔNG TY TNHH TRÂM ANH MOTOR SPORTS,"Hồ Chí Minh (mới)
5 năm",Không yêu cầu,Khác,,
Chuyên Viên Sales Enterprise (IT),CÔNG TY CỔ PHẦN GMO-Z.COM RUNSYSTEM,"Hà Nội & Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,"IT - P..., Direct Sales, B2B"
IOS Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,"Hà Nội
3 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Chuyên Viên Thiết Kế,CÔNG TY CP KINH DOANH VÀ PHÁT TRIỂN ĐỊA ỐC VIETSTARLAND,"Hà Nội
2 năm",Không yêu cầu,Khác,,2 năm ki...
Fresher Product Creator,CÔNG TY TNHH TIMIND,Thỏa thuận,Không yêu cầu,Khác,,Thương m...
Nhân Viên Kinh Doanh B2B,CÔNG TY TNHH VI TÍNH NGUYÊN KIM,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"IT - P..., Direct Sales, B2B"
(JP) Kỹ Sư PLC Thiết Bị Sản Xuất Bán Dẫn - Đi Nhật Miễn Phí,CTY TNHH R TECHNO VIỆT NAM,"Nhật Bản
2 năm",Không yêu cầu,Khác,,
2D Animator (Game Casual/Puzzle),SONATGAME STUDIO,"Hà Nội
1 năm",Không yêu cầu,Khác,,Game
Performance Tester,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,"Hà Nội
2 năm",Không yêu cầu,Khác,,Ngh...
Nhân Viên Thiết Kế 3D,CÔNG TY TNHH SẢN XUẤT VÀ QUẢNG CÁO GALA,"Hồ Chí Minh (mới)
Dưới 1 năm",Không yêu cầu,Khác,,Dưới...
Senior 2D & 3D Graphic Designer (Tổ Chức Sự Kiện),CÔNG TY TNHH DK ENTERTAINMENT MEDIA,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,Marketin...
Nhân Viên Thiết Kế Đồ Họa,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI THÁI LÊ,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Tuổi 25 ...
Lập Trình Viên Mobile,CÔNG TY CỔ PHẦN TẬP ĐOÀN CÔNG NGHỆ THIÊN HOÀNG,"Hà Nội
1 năm",Không yêu cầu,Khác,,"I..., Viễn thông, IT - Phần mềm"
Business Development Intern,CÔNG TY CỔ PHẦN TEASER,Thỏa thuận,Không yêu cầu,Khác,,"Online Sales, IT - P..., B2B"
Business Analyst,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ GIẢI PHÁP CÔNG NGHỆ GIÁO DỤC PHX,"Hà Nội
2 năm",Không yêu cầu,Khác,,IT...
Nhân Viên Thiết Kế Đồ Họa,CÔNG TY CỔ PHẦN VDO,"Hà Nội
3 năm",Không yêu cầu,Khác,,Thương m...
Nhân Viên Thiết Kế Đồ Họa,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ PONDO VIỆT NAM,"Hà Nội
3 năm",Không yêu cầu,Khác,,Marketin...
Employer Branding Collaborator,"Pro
CÔNG TY CP CHỨNG KHOÁN SSI","Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,Marketin...
Chuyên Viên Thiết Kế Đồ Họa,CÔNG TY TNHH THẾ GIỚI KIM CƯƠNG,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,Bán lẻ -...
Business Development Executive,CÔNG TY CỔ PHẦN TEASER,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Online Sales, Tiếng ..., B2B"
Nhân Viên Phân Tích Nghiệp Vụ,CÔNG TY TNHH CÔNG NGHỆ VÀ THƯƠNG MẠI LIFESUP,"Hà Nội
3 năm",Không yêu cầu,Khác,,IT...
Governance Executive / Governance Specialist,CÔNG TY CỔ PHẦN GIẢI PHÁP BNK,"Hà Nội
5 năm",Không yêu cầu,Khác,,IT - Phần m...
Graphic Designer,CÔNG TY TNHH THỂ THAO ONE SPORTS,"Hà Nội
1 năm",Không yêu cầu,Khác,,Marketin...
Nhân Viên Kinh Doanh Hosting,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ DỊCH VỤ ĐÁM MÂY VIỆT NAM,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Online S...
Nhân Viên Video Creative (Mobile App),CÔNG TY CỔ PHẦN TẬP ĐOÀN WEE,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Chuyên Viên Thiết Kế,CÔNG TY CỔ PHẦN PHÁT TRIỂN BẤT ĐỘNG SẢN EMERALD,"Đà Nẵng (mới)
1 năm",Không yêu cầu,Khác,,Bất...
Điều Phối Dự Án Label Data Tiếng Anh,CÔNG TY CỔ PHẦN CÔNG NGHỆ PREP,"Đà Nẵng (mới)
3 năm",Không yêu cầu,Khác,,Giáo dục...
Graphic Design,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU BKG HOME,"Hà Nội
3 năm",Không yêu cầu,Khác,,Marketin...
Designer,CÔNG TY TNHH SÀN GIAO DỊCH BẤT ĐỘNG SẢN RESA HOLDINGS,"Nghệ An
1 năm",Không yêu cầu,Khác,,1 năm ki...
Nhân Viên Graphic Designer,CÔNG TY TNHH PACE MULTIMEDIA,"Nghệ An
1 năm",Không yêu cầu,Khác,,1 năm ki...
Nhân Viên Thiết Kế,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI MINH KIM,"Hải Phòng (mới)
Dưới 1 năm",Không yêu cầu,Khác,,Thiết kế...
Nhân Viên Graphic Designer - F&B,CÔNG TY CỔ PHẦN AN VIỆT SÔNG HỒNG SÀI GÒN,"Hà Nội
2 năm",Không yêu cầu,Khác,,Bán lẻ -...
Trưởng Phòng Tư Vấn Triển Khai Hạ Tầng Mạng & Wifi,CÔNG TY CỔ PHẦN SSS VIỆT NAM,"Hà Nội
5 năm",Không yêu cầu,Khác,,"Viễ..., Kỹ thuật IT"
Nhân Viên Thiết Kế (Graphic Designer 2D / 3D),CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ BÌNH YÊN TRAVEL,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,IT - Phầ...
Customer Service & Graphic Design Executive,CÔNG TY TNHH WORLDCRAFT LOGISTICS,"Khánh Hòa (mới)
1 năm",Không yêu cầu,Khác,,Logistic...
Nhân Viên Designer / 1 Năm Kinh Nghiệm / Ngành POD,CÔNG TY CỔ PHẦN WELAST VIỆT NAM,"Hà Nội
1 năm",Không yêu cầu,Khác,,Mỹ thuật...
Chuyên Viên Kinh Doanh - Sales (Mảng Phần Mềm),CÔNG TY CỔ PHẦN SALEMALL,"Hà Nội
1 năm",Không yêu cầu,Khác,,"B2C, 1..., Có hỗ trợ Data, B2B"
Nhân Viên Hỗ Trợ Người Dùng ERP,CÔNG TY CỔ PHẦN CANIFA,"Hà Nội
1 năm",Không yêu cầu,Khác,,Tuổi ...
Chuyên Viên Phân Tích Nghiệp Vụ (BA),CÔNG TY CỔ PHẦN ĐẦU TƯ KD,"Hà Nội
3 năm",Không yêu cầu,Khác,,IT...
Chuyên Viên Thiết Kế - Designer,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI KỸ THUẬT A&T VIỆT NAM,"Hà Nội
3 năm",Không yêu cầu,Khác,,3 nă...
Business Product Lead,CÔNG TY CP CÔNG NGHỆ PHẦN MỀM VÀ NỘI DUNG SỐ OSP,"Hà Nội
5 năm",Không yêu cầu,Khác,,"5..., Nghỉ thứ 7"
Nhân Viên Kinh Doanh Thị Trường - Direct Sales,CÔNG TY TNHH FINAN,"Hồ Chí Minh (mới)
Dưới 1 năm",Không yêu cầu,Khác,,"Telesales, Direct Sales"
Nhân Viên Thiết Kế,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ ĐẦU TƯ ĐÔNG HIỆP,"Hà Nội
1 năm",Không yêu cầu,Khác,,Marketin...
Trưởng Nhóm Kinh Doanh Phần Mềm - Sales Leader,CÔNG TY CỔ PHẦN HỌC VIỆN NUTRIME,"Hà Nội
2 năm",Không yêu cầu,Khác,,"B2C, 2..., Có hỗ trợ Data, B2B"
Nhân Viên Thiết Kế Đồ Họa,CÔNG TY TNHH QUẢNG CÁO THƯƠNG MẠI VÀ IN W&W,"Hà Nội
1 năm",Không yêu cầu,Khác,,Marketin...
Nhân Viên Phân Tích Yêu Cầu Sản Phẩm (Healthcare),CÔNG TY CỔ PHẦN TẬP ĐOÀN IVI,"Hà Nội
2 năm",Không yêu cầu,Khác,,IT - ...
Nhân Viên Thiết Kế,TRƯỜNG CAO ĐẲNG CÔNG THƯƠNG QUỐC TẾ,"Hà Nội
3 năm",Không yêu cầu,Khác,,3 năm ki...
Nhân Viên Kinh Doanh - Lĩnh Vực CNTT,CHI NHÁNH CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ TSG,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"B2C, IT..., Direct Sales, B2B"
Graphic Design,CÔNG TY TNHH LETRADING VIỆT NAM,"Hà Nội
2 năm",Không yêu cầu,Khác,,2 năm ki...
Nhân Viên Phân Tích Yêu Cầu Sản Phẩm (Healthcare),CÔNG TY TNHH 1 THÀNH VIÊN ISOFHCARE,"Hà Nội
2 năm",Không yêu cầu,Khác,,IT - ...
Nhân Viên Kinh Doanh Phần Mềm Bán Hàng,CÔNG TY CỔ PHẦN RAPIDA TECHNOLOGIES,Thỏa thuận,Không yêu cầu,Khác,,"Telesales, Direct Sales"
"Trưởng Nhóm Lập Trình PLC, Điện Tự Động Hóa","Pro
CÔNG TY CỔ PHẦN TẬP ĐOÀN KAROFI","Hà Nội
3 năm",Không yêu cầu,Khác,,Đại ...
Business Development Từ 1 Năm Kinh Nghiệm,"CODLUCK TECHNOLOGY ., JSC","Hà Nội
1 năm",Không yêu cầu,Khác,,"Nghỉ ..., B2B, IT - Phần mềm"
Chuyên Viên Kinh Doanh B2B,CÔNG TY TNHH CÔNG NGHỆ VIETBAY,"Hà Nội & Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,"Online Sales, Direct Sa..."
Senior Cloud Engineer,"Pro
VIETTEL IDC","Hà Nội
3 năm",Không yêu cầu,Khác,,Cloud Engineer
Kỹ Sư Cầu Nối (BrSE),CÔNG TY CỔ PHẦN CÔNG NGHỆ PHẦN MỀM TINH VÂN,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Nghỉ thứ ..., IT - Phần mềm"
